Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.5542357322070883,206,random text,34.004806123211694,1039211.5280872358,42.069215598472056,13108344.769114744,5219.1629153981075,1544405.2374163787,random text,random text,random text,random text,2014-08-12,random text,random text,1
random text,random text,random text,random text,0.6710769385172042,127,random text,417.9797898219199,5233731.919263779,622.9199364907237,4778545.043944946,1832.811151618525,237624.9311336019,random text,random text,random text,random text,2001-02-19,random text,random text,1
random text,random text,random text,random text,0.30701111817382415,185,random text,271.2306477118783,6119862.156003446,115.90084812792486,12158410.220176546,2213.69832297689,1225699.969611533,random text,random text,random text,random text,2011-05-23,random text,random text,1
random text,random text,random text,random text,0.10056021950660586,74,random text,244.7137608979322,3662755.582098798,235.29019034713917,2681067.882707564,1430.0702595869952,1185585.7903057989,random text,random text,random text,random text,2014-09-16,random text,random text,1
random text,random text,random text,random text,0.2563973394398214,92,random text,186.33097339939673,7306900.550698948,256.98489560575837,3674390.8091526404,5938.656929882623,1094003.8563723546,random text,random text,random text,random text,2002-12-21,random text,random text,1
random text,random text,random text,random text,0.14012328474087932,280,random text,172.02181517885626,6542587.282812041,43.499406133987456,4259176.771173799,2965.981207628594,3006166.1199643207,random text,random text,random text,random text,2008-01-22,random text,random text,1
random text,random text,random text,random text,0.29765140003575274,29,random text,401.995622576542,3392919.864798536,238.01428058215834,5907954.161540879,5053.713214079219,2108049.3170174947,random text,random text,random text,random text,2008-06-02,random text,random text,1
random text,random text,random text,random text,0.8432489592695118,196,random text,351.7840184874465,985283.2609145208,461.20708036023154,12482371.55223493,772.0945407327956,3043555.2683576774,random text,random text,random text,random text,2014-05-03,random text,random text,1
random text,random text,random text,random text,0.13237902426683382,209,random text,280.07173698011826,1621407.5323372316,578.6833038282176,1767584.2428652411,4012.049697708393,731978.4209874994,random text,random text,random text,random text,2000-11-20,random text,random text,1
random text,random text,random text,random text,0.5391621891728681,270,random text,467.37583532082823,6033715.949830643,261.99622274570316,7340346.259198422,1894.0921503913255,2848706.3872492365,random text,random text,random text,random text,2012-01-23,random text,random text,1
random text,random text,random text,random text,0.31084414079484757,109,random text,257.298913428726,8093128.196636347,539.7841091721616,13461775.090415344,5562.853533580396,750336.6055981505,random text,random text,random text,random text,2008-02-25,random text,random text,1
random text,random text,random text,random text,0.2818626073368976,250,random text,353.97869389463847,4753921.060586116,324.3212481498576,3596151.4999561445,1699.2075635456695,2045257.8063807585,random text,random text,random text,random text,2009-12-21,random text,random text,1
random text,random text,random text,random text,0.9091245841584401,266,random text,218.1539649014268,806969.1290134287,429.6080449897497,1350391.613488148,3167.399616659087,2761808.5800892483,random text,random text,random text,random text,2003-10-14,random text,random text,1
random text,random text,random text,random text,0.6810524343863698,70,random text,58.63683168952559,8456787.096555209,530.05495746391,6710958.512402181,814.2408858909943,3294876.4862071634,random text,random text,random text,random text,2015-04-08,random text,random text,1
random text,random text,random text,random text,0.16213407244832423,179,random text,474.8103086211451,7847888.89374956,294.24638593094915,9026098.244988643,1379.0421983260358,701160.5420078067,random text,random text,random text,random text,2015-03-17,random text,random text,1
random text,random text,random text,random text,0.14877192535495917,26,random text,339.9904070787394,7673473.69820215,445.03909047375373,9906976.958371155,3027.9252155677364,693173.0247292828,random text,random text,random text,random text,2012-09-07,random text,random text,1
random text,random text,random text,random text,0.504887395729891,36,random text,67.60017933235699,7550352.849934356,351.822320166514,13590713.888931153,5361.063463299542,2663168.2849608115,random text,random text,random text,random text,2008-08-08,random text,random text,1
random text,random text,random text,random text,0.9388405601021955,216,random text,411.4091721824647,4991772.068809312,645.6099719469291,7920476.042030685,1632.27905122538,3370760.030590622,random text,random text,random text,random text,2007-05-20,random text,random text,1
random text,random text,random text,random text,0.6416617811269116,259,random text,277.2095484229858,2483965.203928559,241.90430550663734,8601285.731861899,2752.0241004538475,2368383.9771900023,random text,random text,random text,random text,2001-03-08,random text,random text,1
random text,random text,random text,random text,0.2590774164252349,81,random text,77.90313259163761,4078893.638793676,504.4033526488435,3652913.9181238394,5489.836329663995,2139143.674769661,random text,random text,random text,random text,2010-03-31,random text,random text,1
random text,random text,random text,random text,0.257209574965318,80,random text,53.39072052729731,8154037.741822846,257.92647495084896,1711467.6322839092,1461.5916930780186,2943277.9631987326,random text,random text,random text,random text,2013-07-15,random text,random text,1
random text,random text,random text,random text,0.4699056729767611,32,random text,224.25534178064305,1137107.409354782,407.59426392076466,1241149.8480911965,2881.743926606554,494894.2034303253,random text,random text,random text,random text,2002-01-12,random text,random text,1
random text,random text,random text,random text,0.4612415740941673,48,random text,312.8967169582551,7159551.142995782,83.23556254911976,2341936.2580006216,3328.8550283824784,1187116.7214734708,random text,random text,random text,random text,2007-09-09,random text,random text,1
random text,random text,random text,random text,0.9045115457166021,73,random text,298.2460556863337,5650056.139673396,240.1137402632466,3771742.1591235427,2412.1137660370587,298408.0476827829,random text,random text,random text,random text,2008-11-03,random text,random text,1
random text,random text,random text,random text,0.756157797428604,71,random text,292.5112788641426,7164715.944901295,432.55433862237686,8544090.997124653,1033.3234404488371,2942240.7683601095,random text,random text,random text,random text,2002-07-22,random text,random text,1
random text,random text,random text,random text,0.21946693339675852,79,random text,217.9337330151068,1906667.3524721332,123.68723214136433,5932647.284600593,3734.9577863930263,2763795.656229141,random text,random text,random text,random text,2004-09-03,random text,random text,1
random text,random text,random text,random text,0.22625008548120934,109,random text,458.75698379959306,4272882.101190452,309.3304198301272,1934528.5049188344,3541.1036155621423,592433.0149836713,random text,random text,random text,random text,2010-03-19,random text,random text,1
random text,random text,random text,random text,0.7483560253173496,182,random text,373.20101536137054,2706895.1425426966,328.8196045905799,10981626.260370476,5819.702512000605,2418180.4042885383,random text,random text,random text,random text,2005-08-30,random text,random text,1
random text,random text,random text,random text,0.416134495164735,220,random text,277.10199864845663,2341885.176172842,148.17757798314523,11905793.946016992,2977.2017146905973,3000824.065129606,random text,random text,random text,random text,2003-07-14,random text,random text,1
random text,random text,random text,random text,0.38309492933049705,198,random text,210.19968348362406,6129109.286826285,583.6456059471926,12081555.922507113,2392.7166552566664,865773.4896276286,random text,random text,random text,random text,2003-04-26,random text,random text,1
random text,random text,random text,random text,0.5323541500069638,71,random text,65.63632955190083,5552821.9093847275,567.6047210914664,3141855.0780790956,4081.7553079175004,562480.9063803277,random text,random text,random text,random text,2012-07-31,random text,random text,1
random text,random text,random text,random text,0.880990513921535,171,random text,450.4806214800479,6510564.129037504,146.4080252137923,9112537.272538042,4723.173530518925,1979582.0380269072,random text,random text,random text,random text,2008-05-15,random text,random text,1
random text,random text,random text,random text,0.32932673338379653,72,random text,41.95355327694034,515022.739007381,104.34605935490397,10686547.947117548,2254.720630342735,2436215.6573194955,random text,random text,random text,random text,2010-05-14,random text,random text,1
