Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.5073975869959586,59,random text,435.38604869466246,4522231.60372185,328.4404553283508,4820782.49187203,1669.3175509911393,1657395.6109364603,random text,random text,random text,random text,2001-06-19,random text,random text,1
random text,random text,random text,random text,0.42269797746450577,152,random text,224.540687514567,8263098.312008008,467.71853269129383,6006757.291629148,2932.0532747051284,489927.3077288737,random text,random text,random text,random text,2011-09-20,random text,random text,1
random text,random text,random text,random text,0.6489162989671666,121,random text,303.8977622998942,3503703.905199384,386.83739403581114,8396556.771915197,2785.8841317119022,481195.81068138994,random text,random text,random text,random text,2003-04-20,random text,random text,1
random text,random text,random text,random text,0.35785656428575885,166,random text,311.00465423564503,4381274.283917839,130.91157659699965,3911543.512654759,4743.680024110031,1623929.0983689527,random text,random text,random text,random text,2008-05-21,random text,random text,1
random text,random text,random text,random text,0.420674045652367,183,random text,267.2254765476459,6660000.184477219,329.67384593858134,8519856.62214166,5336.725025677592,559893.3554975587,random text,random text,random text,random text,2008-09-30,random text,random text,1
random text,random text,random text,random text,0.5968062451904905,225,random text,275.54217797303284,7505729.580098676,229.0552554374451,6509031.526703872,4707.907952087583,2579151.728639578,random text,random text,random text,random text,2001-03-20,random text,random text,1
random text,random text,random text,random text,0.2875984832880166,140,random text,188.26602244268935,8172048.717842218,303.8548019918782,1942661.467777978,2428.8049337167363,2043853.0757254232,random text,random text,random text,random text,2012-05-22,random text,random text,1
random text,random text,random text,random text,0.6731808430635027,73,random text,77.90723808748317,2050011.0739347478,379.03858123424754,12191318.37571942,1955.1528104340136,2361692.486685321,random text,random text,random text,random text,2008-06-24,random text,random text,1
random text,random text,random text,random text,0.42165884449219415,61,random text,107.37037649988319,7246181.692113863,405.52718299849994,10007472.961459434,3671.1259552041383,1882118.4706397096,random text,random text,random text,random text,2010-04-20,random text,random text,1
random text,random text,random text,random text,0.37195712183678425,100,random text,89.92192548100843,4872941.854691828,372.3255234333875,6231205.56793808,3594.592566626726,2954302.6292220163,random text,random text,random text,random text,2004-02-11,random text,random text,1
random text,random text,random text,random text,0.31395126410954877,228,random text,435.2086975131915,2283557.3751139776,224.37371859146742,3284935.3845549375,2776.8538727779032,1994784.877670601,random text,random text,random text,random text,2013-01-05,random text,random text,1
random text,random text,random text,random text,0.8530562942262083,82,random text,315.85375162832327,5194031.101739718,436.8239310783798,6367253.847516305,3151.783829789192,1985055.655440439,random text,random text,random text,random text,2008-12-06,random text,random text,1
random text,random text,random text,random text,0.4167696689453768,122,random text,104.3265422431343,2155730.2524808394,299.65565712552944,5078029.4705309495,2596.49065822824,1417801.3825286303,random text,random text,random text,random text,2007-09-17,random text,random text,1
random text,random text,random text,random text,0.7727599007103189,250,random text,93.64308086701197,2988013.9540857766,144.50037515384543,3807722.077559205,3974.5340096404143,2328740.253025184,random text,random text,random text,random text,2001-07-06,random text,random text,1
random text,random text,random text,random text,0.48766429419301505,225,random text,149.45131722130762,1774090.7296684196,169.3340670363358,2571686.952442495,2656.4413881686523,2401804.8666743464,random text,random text,random text,random text,2010-07-29,random text,random text,1
random text,random text,random text,random text,0.3322269910245971,278,random text,272.9600338367785,6458769.730275949,302.0560370122617,5682634.781351373,5020.119879201677,2696459.8555099224,random text,random text,random text,random text,2013-11-12,random text,random text,1
random text,random text,random text,random text,0.41563316609882184,139,random text,82.0606903666899,4555345.68857765,347.74063762993205,10426111.874832781,4570.17501081656,1426758.0622643896,random text,random text,random text,random text,2002-05-12,random text,random text,1
random text,random text,random text,random text,0.7711445565878324,206,random text,45.322243915352225,5932749.662067773,608.1975467202899,8998149.465427,5728.646317842489,1644694.2320661643,random text,random text,random text,random text,2008-01-07,random text,random text,1
random text,random text,random text,random text,0.2544460090121967,57,random text,58.00428491297214,5079720.113422733,475.15169486951913,3038311.7657171525,965.982318479399,512714.1195403389,random text,random text,random text,random text,2009-03-03,random text,random text,1
random text,random text,random text,random text,0.4262960968184275,96,random text,264.1674287052672,2319701.537551674,394.0954619002712,7060043.448931433,1113.8012602388567,851116.3201269859,random text,random text,random text,random text,2002-11-19,random text,random text,1
random text,random text,random text,random text,0.6186003567257254,125,random text,447.33738725955584,4790616.114716671,250.9475972742477,6077552.529974407,1872.9141783647092,2547083.31926977,random text,random text,random text,random text,2005-01-01,random text,random text,1
