Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.2455535303047716,57,random text,419.1803690043115,4256996.697546046,557.4346778258815,10962309.021784253,3003.7174804289866,2574159.39432764,random text,random text,random text,random text,2014-09-26,random text,random text,1
random text,random text,random text,random text,0.13429117437719956,150,random text,161.76276143149164,887057.8754388976,254.6557017080981,10758724.38528419,2925.1002349329033,755224.3306507007,random text,random text,random text,random text,2001-04-05,random text,random text,1
random text,random text,random text,random text,0.8125033338588958,79,random text,172.70846435421015,1175080.3596511446,88.36340283161991,3613314.16588167,1219.154760654215,636133.2683961489,random text,random text,random text,random text,2011-07-07,random text,random text,1
random text,random text,random text,random text,0.149801525217296,209,random text,58.51341551444538,4550120.1369537655,197.43663055384104,11393264.570670608,4256.684276572607,2321513.0486319885,random text,random text,random text,random text,2014-10-31,random text,random text,1
random text,random text,random text,random text,0.31384520405684607,297,random text,123.58171747583097,1208529.761726793,219.31716739210083,9046479.04299635,4084.490822274661,1130138.2314637532,random text,random text,random text,random text,2003-02-04,random text,random text,1
random text,random text,random text,random text,0.21698483014289469,132,random text,185.70132037637057,1999268.0297365705,551.511416597188,9425678.621809866,3075.706927092574,1021172.9883076225,random text,random text,random text,random text,2008-03-07,random text,random text,1
random text,random text,random text,random text,0.42322684279213885,244,random text,251.8315798189993,1254474.145805913,549.4432349764294,8922349.534063535,3356.3400937081956,2346432.2800061675,random text,random text,random text,random text,2008-07-17,random text,random text,1
random text,random text,random text,random text,0.4170060352537298,184,random text,434.2149082388735,960804.3916686673,307.23815438485536,4048129.516349602,3751.9968558870332,360519.981112904,random text,random text,random text,random text,2014-06-17,random text,random text,1
random text,random text,random text,random text,0.49788370428063145,54,random text,396.8894200563575,4429106.316781073,353.7133624539214,3102728.1757667027,1403.5564070167309,310680.1233018315,random text,random text,random text,random text,2001-01-04,random text,random text,1
random text,random text,random text,random text,0.8023314927915517,273,random text,418.47846678868586,4064749.7574830535,219.09491739340683,9086162.800490782,4390.215883834739,2683795.0754951704,random text,random text,random text,random text,2012-03-08,random text,random text,1
random text,random text,random text,random text,0.3704867701050911,45,random text,391.66737610632276,7754107.703039304,509.5821964726723,2036194.8071707832,2000.2747425029931,617531.8463633156,random text,random text,random text,random text,2008-04-10,random text,random text,1
random text,random text,random text,random text,0.16875342929221127,91,random text,290.98889634536505,8253923.966011588,60.56842408413609,12800345.53327366,1853.1707476389965,3077264.1106078606,random text,random text,random text,random text,2010-02-04,random text,random text,1
random text,random text,random text,random text,0.166629670535568,49,random text,244.0074934259059,6854178.00354071,265.0030255982639,2080771.3541148438,2726.457863088821,428054.2821723848,random text,random text,random text,random text,2003-11-28,random text,random text,1
random text,random text,random text,random text,0.7310372483614291,41,random text,91.82951233955635,8148393.723058825,207.9592969232442,12291091.471483473,5005.469147038546,1743736.8801397057,random text,random text,random text,random text,2012-10-22,random text,random text,1
random text,random text,random text,random text,0.5929055198155387,257,random text,460.4452788985827,2004031.3932750537,276.27934911002313,4978403.542329388,2773.597342160754,1789531.4240025007,random text,random text,random text,random text,2008-09-22,random text,random text,1
random text,random text,random text,random text,0.6620640556186188,141,random text,357.9278333866911,8006607.8669866985,410.59578482200857,8872776.939351372,5303.948575268314,726907.0185699372,random text,random text,random text,random text,2007-07-04,random text,random text,1
random text,random text,random text,random text,0.46585352107844036,259,random text,274.50558284229646,966177.9623766594,313.9949425927886,12927311.31073111,5804.226099163059,2579738.37000738,random text,random text,random text,random text,2001-04-22,random text,random text,1
random text,random text,random text,random text,0.13695268913267564,281,random text,161.08081304425986,8010387.765221141,100.51778628674148,8917501.679717096,1417.8697761036642,1888188.679645941,random text,random text,random text,random text,2010-05-15,random text,random text,1
random text,random text,random text,random text,0.5151330700928181,53,random text,222.43136497336099,2214023.9747280427,554.0766556938092,10262854.990790349,4309.781221535444,2458420.563803738,random text,random text,random text,random text,2013-08-29,random text,random text,1
random text,random text,random text,random text,0.6108767946315257,220,random text,135.3980636427367,8345580.9985473845,130.8535841552519,4695007.73689837,1237.7990872467017,2395191.392070887,random text,random text,random text,random text,2002-02-26,random text,random text,1
random text,random text,random text,random text,0.35623986083483405,133,random text,434.5376151762242,6238222.295229617,487.7133023559844,2931693.5791719286,1117.7333652170523,992917.3750969751,random text,random text,random text,random text,2007-10-24,random text,random text,1
random text,random text,random text,random text,0.7945541197517358,191,random text,145.13534255983268,7893707.414456826,214.68537058738002,12783190.79719216,2301.4799937522234,575864.6035567627,random text,random text,random text,random text,2008-12-18,random text,random text,1
random text,random text,random text,random text,0.34355878401349355,288,random text,456.84983974453667,1797478.401070667,493.82757024822894,11667700.505343903,3697.3022473501455,2282616.5051073898,random text,random text,random text,random text,2002-09-05,random text,random text,1
random text,random text,random text,random text,0.38960196016201115,162,random text,95.99480779223273,8375918.07759622,439.5194053094733,3006733.9831262687,4799.1519261852245,1233570.0414649947,random text,random text,random text,random text,2004-10-18,random text,random text,1
random text,random text,random text,random text,0.37467828938470055,98,random text,174.58181134313818,8116671.0375990905,62.10080742679547,7126881.024480311,3695.8624626659175,703171.1869890916,random text,random text,random text,random text,2010-05-03,random text,random text,1
random text,random text,random text,random text,0.585673923995419,160,random text,59.169765128635596,4975743.915100174,392.8074739871758,9625515.448062979,2732.9397722554563,1371585.0045761927,random text,random text,random text,random text,2005-10-14,random text,random text,1
random text,random text,random text,random text,0.4610071239579986,171,random text,93.87369210853961,4870839.698474548,533.7447332646105,6307803.756972152,3756.295798180838,2656254.9590092464,random text,random text,random text,random text,2003-08-28,random text,random text,1
random text,random text,random text,random text,0.37091600640141054,268,random text,65.93138064169763,3177567.5140847997,466.8383542670877,1460953.3024828872,5390.084597775736,2418127.2679749145,random text,random text,random text,random text,2003-06-10,random text,random text,1
random text,random text,random text,random text,0.540896147819476,216,random text,366.9868402225419,8044193.138515668,131.0350869181043,7245359.332287867,4477.82836332597,2100511.779558598,random text,random text,random text,random text,2012-09-14,random text,random text,1
random text,random text,random text,random text,0.8323521283353894,213,random text,177.4457823536402,631622.4935087117,650.0253804020879,2208261.568232091,2591.9805962930022,1292193.2069667103,random text,random text,random text,random text,2008-06-29,random text,random text,1
random text,random text,random text,random text,0.307815870419,188,random text,378.32687282658753,4338718.724949199,396.9570542526018,11982205.545413464,1039.7645700825722,2241391.236995917,random text,random text,random text,random text,2010-06-28,random text,random text,1
random text,random text,random text,random text,0.5413436446085726,178,random text,225.5134390568656,666805.2024137203,335.0663873397556,12156606.768652838,4070.8616664949645,489309.9445557643,random text,random text,random text,random text,2004-04-11,random text,random text,1
random text,random text,random text,random text,0.2534704583700176,212,random text,141.25506520621605,7745400.140602061,489.83359182616766,2996764.0081258034,4343.668907856043,1152940.4239808195,random text,random text,random text,random text,2007-08-18,random text,random text,1
random text,random text,random text,random text,0.818949992633303,52,random text,255.35045031018143,5892978.496883094,514.1555171399739,4288708.145765633,4256.772904735724,818587.8585364288,random text,random text,random text,random text,2012-09-11,random text,random text,1
random text,random text,random text,random text,0.8123842261395366,198,random text,392.40620662944013,6101266.007251757,512.0753015599691,8662893.433976673,1793.3439631787014,1134755.1929158855,random text,random text,random text,random text,2002-08-11,random text,random text,1
random text,random text,random text,random text,0.5803599601651541,138,random text,169.4509654898444,892543.5867921242,548.6420734976144,13113684.91232675,2708.289079913944,2517259.9261113903,random text,random text,random text,random text,2001-10-18,random text,random text,1
random text,random text,random text,random text,0.6802185217724899,99,random text,223.4013975457461,1050623.1952956729,149.698314290369,7144048.601893427,1785.127314083434,3072156.1150153507,random text,random text,random text,random text,2011-10-09,random text,random text,1
random text,random text,random text,random text,0.6886557148450423,188,random text,224.51041241588462,3714549.822318436,417.1872205683531,4510772.915534599,4357.474800201735,2601002.541146453,random text,random text,random text,random text,2013-07-25,random text,random text,1
random text,random text,random text,random text,0.36157211406228845,291,random text,217.0302473808127,5601915.786362206,325.5417094276291,5178943.120328551,5581.868918046022,444412.9397923664,random text,random text,random text,random text,2002-02-06,random text,random text,1
random text,random text,random text,random text,0.49536166010785126,265,random text,265.81046040207104,909119.6081255989,150.01515279302038,4155437.09603598,5841.944547039324,1276532.5361171055,random text,random text,random text,random text,2003-08-13,random text,random text,1
random text,random text,random text,random text,0.6333923418117324,161,random text,284.8998011949495,4157845.4520279276,486.48533651133795,6370738.453376008,1132.1458343072522,2153908.747979501,random text,random text,random text,random text,2004-08-30,random text,random text,1
random text,random text,random text,random text,0.5272471782891228,196,random text,430.99686771082054,3238451.5313090133,213.01145582230583,9202749.774688616,2478.718390727717,1677514.4607940225,random text,random text,random text,random text,2010-07-25,random text,random text,1
random text,random text,random text,random text,0.21466685702196237,265,random text,161.557841632494,6830301.826921993,434.944558692033,3321729.357491269,1416.1185644926081,669989.1329974413,random text,random text,random text,random text,2004-04-11,random text,random text,1
random text,random text,random text,random text,0.6147489455386848,92,random text,316.70734776813777,7753597.39636901,414.06253801912874,2353272.0887534088,2264.163839878062,406351.27779363876,random text,random text,random text,random text,2013-03-29,random text,random text,1
random text,random text,random text,random text,0.3694504434082518,290,random text,465.42205352445944,1919398.406500191,619.1924062164015,11768396.717082072,1187.805603959662,1705780.4950106852,random text,random text,random text,random text,2008-05-23,random text,random text,1
random text,random text,random text,random text,0.16448913484356983,74,random text,135.09349462060953,2033833.3474236503,463.10956064233886,7456455.916431264,2618.797038737296,2084308.851360803,random text,random text,random text,random text,2001-12-23,random text,random text,1
random text,random text,random text,random text,0.7844166844923668,278,random text,236.30678236985187,3813280.1359236166,161.7239185850871,12607320.63523522,2282.695721883637,2877842.554763127,random text,random text,random text,random text,2005-01-11,random text,random text,1
random text,random text,random text,random text,0.41616259889072704,118,random text,441.0510547795262,6051577.16341469,85.22661261471131,12153618.140409153,1376.3457566647023,2325628.377838527,random text,random text,random text,random text,2009-02-05,random text,random text,1
random text,random text,random text,random text,0.6712388457899221,122,random text,191.011197242675,3045087.8841467015,438.16934766924857,11080286.781213332,1914.0024853525626,1328613.6208351366,random text,random text,random text,random text,2005-08-31,random text,random text,1
random text,random text,random text,random text,0.49941994573931175,172,random text,84.8261011554795,3319285.071259682,594.7636503328447,10413319.836762745,1985.4067598684937,3169211.9860047307,random text,random text,random text,random text,2004-05-04,random text,random text,1
random text,random text,random text,random text,0.7226589825034226,135,random text,193.20552446437148,896866.7946147644,468.7958239210332,4832303.088116082,3493.1224008477925,1907746.146341187,random text,random text,random text,random text,2007-12-04,random text,random text,1
random text,random text,random text,random text,0.24871755454654426,153,random text,41.30019356401196,944101.8931685751,396.2780406972619,5477417.266336442,3750.2502977921476,2336945.2841934687,random text,random text,random text,random text,2014-04-01,random text,random text,1
random text,random text,random text,random text,0.9403691330052695,279,random text,152.32532160149043,6174487.653868276,402.82574557614385,10962266.412317295,3870.623700831839,2932270.443697321,random text,random text,random text,random text,2010-04-21,random text,random text,1
random text,random text,random text,random text,0.8724543421704627,57,random text,365.8223281167934,7950515.755909721,445.31992994914816,2740761.194845551,4548.566645573581,2885027.6051403256,random text,random text,random text,random text,2000-08-28,random text,random text,1
random text,random text,random text,random text,0.24436265916503164,265,random text,355.3168286381026,6543333.130464809,638.4907173259834,8022459.1296841465,4592.1667534444505,2490916.731159651,random text,random text,random text,random text,2009-03-15,random text,random text,1
random text,random text,random text,random text,0.16662289363688443,188,random text,345.48992825531525,1445053.7593187704,91.58161617837231,6994317.807615941,5469.897196222333,1507851.2420883966,random text,random text,random text,random text,2006-10-05,random text,random text,1
random text,random text,random text,random text,0.13260943133080466,171,random text,121.63250877531986,966052.9242678208,60.229194636359466,7882484.449705684,4442.096868575587,2118315.345840623,random text,random text,random text,random text,2011-11-25,random text,random text,1
random text,random text,random text,random text,0.7299737440698375,199,random text,417.92327943267003,4089117.947429286,448.1046219323536,6654197.989973444,3706.0502021868424,2691123.714088495,random text,random text,random text,random text,2010-01-12,random text,random text,1
random text,random text,random text,random text,0.3660835738697052,239,random text,395.6502375894231,5425975.824091031,287.3179908153282,7650627.037574832,1415.155357813574,1811588.1465135785,random text,random text,random text,random text,2005-11-22,random text,random text,1
random text,random text,random text,random text,0.6816356820775944,36,random text,230.66341793545857,6596912.768219459,557.8054610882092,3115008.091429035,4829.631640388722,2230458.9288719706,random text,random text,random text,random text,2004-03-11,random text,random text,1
random text,random text,random text,random text,0.3748644848302715,197,random text,112.6784950202641,3688865.591774754,235.22672619337237,1894028.2653846561,5287.093682865707,2305793.9605485555,random text,random text,random text,random text,2005-02-08,random text,random text,1
random text,random text,random text,random text,0.16189336142604246,136,random text,390.5304145656728,5999732.794157659,380.69122842872486,2565570.165119895,3944.384802416206,1297099.1424554063,random text,random text,random text,random text,2003-06-25,random text,random text,1
random text,random text,random text,random text,0.2961151020489017,157,random text,131.71189360154546,735293.0826345456,503.33300960450833,2799958.4745057626,2426.5426612467454,2985259.2664571446,random text,random text,random text,random text,2008-12-16,random text,random text,1
random text,random text,random text,random text,0.37372753829655553,51,random text,456.03656068730993,5946858.81712006,393.2863952792797,5974976.477471702,2391.338940000989,547399.4763422844,random text,random text,random text,random text,2003-10-07,random text,random text,1
