Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.5927550940827208,258,random text,162.54547407963605,2719909.040986006,411.3422881925246,3199996.4666954796,1863.0710589302105,1307288.6490119696,random text,random text,random text,random text,2014-10-26,random text,random text,1
random text,random text,random text,random text,0.8808979604919678,133,random text,331.09367943414514,2958159.3329731664,206.0019621385075,3772386.9605918247,1199.8694608352127,479984.2446913386,random text,random text,random text,random text,2001-05-05,random text,random text,1
random text,random text,random text,random text,0.2066218001335048,119,random text,300.0726288120941,6052684.957269525,284.81831858357975,3127961.613455364,2696.8100799054596,2034238.6009824052,random text,random text,random text,random text,2011-08-06,random text,random text,1
random text,random text,random text,random text,0.693971065041322,182,random text,410.83816279992755,2313641.0834607678,323.6693294143215,9565292.952551093,3304.5030216593204,1009347.8457469683,random text,random text,random text,random text,2003-03-06,random text,random text,1
random text,random text,random text,random text,0.8599457386739102,40,random text,97.82765243626372,1256671.9788588868,372.6903415215386,3346235.8057645177,987.8233706054895,2702589.31629328,random text,random text,random text,random text,2008-04-06,random text,random text,1
random text,random text,random text,random text,0.2972783829063166,61,random text,261.4786385972221,6079151.280472046,247.01642982415083,9858024.863119358,5152.663769955495,582496.5973876917,random text,random text,random text,random text,2008-08-16,random text,random text,1
random text,random text,random text,random text,0.4115657774113445,251,random text,101.82128345531541,2909305.619485525,512.581973321249,8806985.534839984,4740.583260334826,2972024.137942085,random text,random text,random text,random text,2014-07-17,random text,random text,1
random text,random text,random text,random text,0.459880846578932,63,random text,455.5152791932006,7870765.474660002,165.0497734056891,13078407.887735657,3285.560819461304,2537624.989785423,random text,random text,random text,random text,2001-02-03,random text,random text,1
random text,random text,random text,random text,0.6174802447279063,252,random text,100.73682037948197,1925173.4042245238,554.1301660747926,10384347.506628484,3789.0814307909577,556884.7765825321,random text,random text,random text,random text,2012-04-07,random text,random text,1
random text,random text,random text,random text,0.5482089948260513,79,random text,130.36683793363827,6806374.365525739,378.6036663039357,7249505.976601647,5381.071059767592,1297157.8808515617,random text,random text,random text,random text,2008-05-10,random text,random text,1
