Purchase_Order_Number_Combined,District_Code,Warehouse_Identification,FPA_Group,FPA_Agreement_Number,FPA_Item_Number,Supplier_Price_Code1,UOI_Original_Quantity,UOI_Original_Net_Price1,UOI_Current_Quantity1,UOI_Current_Net_Price,Total,Stock_Code,Item_Name_line,Stock_Description,Employee_Identification,FullName,Purchase_Order_Date,Supplier_Number,Supplier_Name,Item_Status_Code
random text,random text,random text,random text,0.3164330922102955,253,random text,136.81961817820584,5320257.562756227,170.07241612986923,9138530.53801811,4087.9943653185705,1944254.7425755423,random text,random text,random text,random text,2001-07-04,random text,random text,1
random text,random text,random text,random text,0.44455429575902994,164,random text,149.8563505429442,7057845.583714,607.9512169360205,12721036.506758017,2361.5460157877797,545019.1034120136,random text,random text,random text,random text,2011-10-05,random text,random text,1
random text,random text,random text,random text,0.2917946002302532,132,random text,262.39085929416524,6666911.750130414,198.75857619179067,10872215.247733867,2233.3559710768695,1089265.0941649156,random text,random text,random text,random text,2003-05-05,random text,random text,1
random text,random text,random text,random text,0.28975830307323946,52,random text,160.24602016582324,4466287.968742233,371.20779114885346,3284531.186624621,4231.534077266484,624392.962911498,random text,random text,random text,random text,2008-06-05,random text,random text,1
random text,random text,random text,random text,0.5685218849136587,262,random text,72.64147130045792,5129503.652980247,597.666595804855,9717811.041826403,5454.062123917783,1988553.8658232745,random text,random text,random text,random text,2008-10-15,random text,random text,1
random text,random text,random text,random text,0.6733920024872165,213,random text,418.74786490778047,5386970.116162477,313.231601687453,9771248.368748771,2748.8340403538846,2705718.2861578804,random text,random text,random text,random text,2001-04-04,random text,random text,1
random text,random text,random text,random text,0.8369170469844184,186,random text,320.4432955815289,4950538.736375064,124.5346418194249,6021454.961291604,4982.242263725987,2772115.374890353,random text,random text,random text,random text,2012-06-06,random text,random text,1
random text,random text,random text,random text,0.6053036007076851,77,random text,417.42141558290893,4067496.2117615775,575.8056575932499,11297511.087731935,1557.1430268884983,986481.0584505277,random text,random text,random text,random text,2008-07-09,random text,random text,1
random text,random text,random text,random text,0.8139515125693559,174,random text,332.0641861782542,7531931.45457599,198.15097095500522,10490284.427045882,2005.7770010910363,1440800.836105098,random text,random text,random text,random text,2010-05-05,random text,random text,1
random text,random text,random text,random text,0.48765815012519265,79,random text,230.13751941298014,4621813.518200595,409.290725737526,10099133.703093857,3031.6980126749454,2815514.9934117463,random text,random text,random text,random text,2004-02-26,random text,random text,1
random text,random text,random text,random text,0.48574464951122487,201,random text,265.7347504065782,5380805.217326209,352.28336329716615,11177540.040618645,2661.6759222888195,812156.8815741542,random text,random text,random text,random text,2013-01-20,random text,random text,1
random text,random text,random text,random text,0.6056354971760977,238,random text,266.6625851311757,5128947.879049912,345.32815525000314,7035234.995567365,1144.390318654555,2873695.3285351284,random text,random text,random text,random text,2008-12-21,random text,random text,1
random text,random text,random text,random text,0.3780821376506931,240,random text,294.8971585145516,3686305.960278143,130.09006025936233,12006802.79538445,1814.3454720765458,1542304.2690517113,random text,random text,random text,random text,2007-10-02,random text,random text,1
random text,random text,random text,random text,0.5798668440277441,76,random text,342.6626618129334,5728729.934331724,561.3129049571605,8301985.127335645,5020.204043336014,2556423.442263524,random text,random text,random text,random text,2001-07-21,random text,random text,1
random text,random text,random text,random text,0.7978511614493171,48,random text,363.50415896606137,6864904.195506863,460.35788688989584,2920723.493739282,5675.351155974173,2100516.4457898303,random text,random text,random text,random text,2010-08-13,random text,random text,1
random text,random text,random text,random text,0.23886527687255826,151,random text,278.43388195714977,4908487.053029366,180.91046013939047,8284544.776995227,2457.485925297356,1659698.7396151852,random text,random text,random text,random text,2013-11-27,random text,random text,1
random text,random text,random text,random text,0.7638168263039041,151,random text,220.36371162612835,4651040.79624516,542.4587891897283,8086486.170483885,4639.078494886782,1674842.7275348937,random text,random text,random text,random text,2002-05-27,random text,random text,1
random text,random text,random text,random text,0.8458400541258516,52,random text,390.8928804798803,2607146.632353905,517.1081908729748,8012519.606233392,3127.1413812963333,1256066.179345205,random text,random text,random text,random text,2008-01-22,random text,random text,1
random text,random text,random text,random text,0.3087404723081836,145,random text,90.3681563739978,6791717.633894159,408.3868714157416,9278444.2759971,4431.498325037109,1611829.7424917778,random text,random text,random text,random text,2009-03-18,random text,random text,1
random text,random text,random text,random text,0.6570678198938821,195,random text,96.45674024905777,4033134.517349077,196.13705181168945,2006005.7183622604,3622.47253528383,885284.2713529638,random text,random text,random text,random text,2002-12-04,random text,random text,1
random text,random text,random text,random text,0.8435691679390417,39,random text,100.56622601343125,5963285.613067557,392.28554068619957,4188224.521558075,1211.503983413783,1465026.451710266,random text,random text,random text,random text,2005-01-16,random text,random text,1
random text,random text,random text,random text,0.4559293131899431,271,random text,417.67775157046594,6606654.545111859,504.45697072544937,7193159.060711447,5263.322502843501,1194442.7677592922,random text,random text,random text,random text,2010-08-01,random text,random text,1
random text,random text,random text,random text,0.2232532255806539,136,random text,323.6407446346917,1840244.596677091,116.42075025129205,8227140.7951648515,3186.9387155649047,2350089.5181818097,random text,random text,random text,random text,2006-01-12,random text,random text,1
random text,random text,random text,random text,0.21571695918926215,173,random text,302.5561026625651,3559800.7534954296,461.22241617211256,12419272.57745426,4246.593031415383,2683428.5532135037,random text,random text,random text,random text,2003-11-26,random text,random text,1
random text,random text,random text,random text,0.7897993031571315,259,random text,230.21785075293454,7716366.729831863,530.705982115553,11821746.230004324,5026.8627632991465,501749.65434945445,random text,random text,random text,random text,2003-09-08,random text,random text,1
random text,random text,random text,random text,0.6138670110150418,170,random text,84.60836105314472,5561660.799238771,400.49122808528523,2672245.759704644,1108.682798411265,1666267.6108588073,random text,random text,random text,random text,2012-12-13,random text,random text,1
random text,random text,random text,random text,0.3088800298305032,269,random text,293.55725443233797,3980900.378184658,497.3785164274899,12018201.947586691,5438.227270583751,785678.3942966796,random text,random text,random text,random text,2008-09-27,random text,random text,1
random text,random text,random text,random text,0.664780730047224,85,random text,324.53722694089697,7854254.727163998,342.5252134129904,9463595.464486703,3078.958623520414,2832996.7864313284,random text,random text,random text,random text,2010-09-26,random text,random text,1
random text,random text,random text,random text,0.4282538222151132,137,random text,89.49445874602098,3916749.192522741,422.5909701575889,10341067.633663401,1894.345899948276,1906078.6248788817,random text,random text,random text,random text,2004-07-10,random text,random text,1
random text,random text,random text,random text,0.2812357682377522,83,random text,352.5284412202941,2452466.226322861,338.0282843314477,4816200.438587477,3502.481175636241,2358716.9925128655,random text,random text,random text,random text,2007-11-16,random text,random text,1
random text,random text,random text,random text,0.28630818301155475,71,random text,209.38689920819098,5511026.468130678,359.4538895569268,2630043.52721534,2073.291891346929,1408015.3003671935,random text,random text,random text,random text,2012-12-10,random text,random text,1
random text,random text,random text,random text,0.20602946026845426,101,random text,378.4839550459169,3645024.9831460644,302.0376512077406,9409413.307062505,3064.9201878715144,2483048.152556125,random text,random text,random text,random text,2002-11-09,random text,random text,1
random text,random text,random text,random text,0.23796171661003154,65,random text,415.4058970106337,6584877.300333844,202.14146783446498,11955380.448693823,3664.661286300156,1028609.6151070516,random text,random text,random text,random text,2002-01-16,random text,random text,1
random text,random text,random text,random text,0.3339440400449719,243,random text,88.07412136336742,8000643.342035875,601.1635699255847,5962647.814822542,5438.87713073375,1219840.620406708,random text,random text,random text,random text,2012-01-07,random text,random text,1
random text,random text,random text,random text,0.22234380431106548,198,random text,150.4882422071863,8095131.049836154,264.71423647010715,9643615.044237532,3243.918316700848,1075891.3118577218,random text,random text,random text,random text,2013-10-23,random text,random text,1
random text,random text,random text,random text,0.4684041967101553,247,random text,139.22403571716126,6058102.639306104,487.4012081808141,8455289.703594983,2405.686770739915,1636303.3765957481,random text,random text,random text,random text,2002-05-07,random text,random text,1
random text,random text,random text,random text,0.8502107277166926,104,random text,316.2898335460295,3439866.440993182,329.657673173033,3102142.951830189,1150.9192678497227,2229572.2140939897,random text,random text,random text,random text,2003-11-11,random text,random text,1
random text,random text,random text,random text,0.19848470276329908,258,random text,136.07583275265785,2873226.36717908,421.6833695381815,11462211.80724396,5552.200925813765,1413894.5911273118,random text,random text,random text,random text,2004-11-28,random text,random text,1
random text,random text,random text,random text,0.3277902732035334,208,random text,92.56295209316498,5177318.370596501,421.4694458149513,6640657.254461592,3617.030119828122,2505021.349928742,random text,random text,random text,random text,2010-10-23,random text,random text,1
random text,random text,random text,random text,0.19845884729098162,271,random text,419.1295292231722,6856279.415495842,261.4375177055883,10886953.696021497,5453.920060313444,1252070.4105604298,random text,random text,random text,random text,2004-07-10,random text,random text,1
random text,random text,random text,random text,0.565975162723641,159,random text,260.539379241489,2732624.407598705,192.68231433478576,5614720.5017103255,5196.842126933213,1347861.988121014,random text,random text,random text,random text,2013-06-27,random text,random text,1
random text,random text,random text,random text,0.7108236787841749,147,random text,388.159253199123,3899088.0357012018,308.4243719108398,7613478.362467056,5432.847334088311,503561.84901315137,random text,random text,random text,random text,2008-08-21,random text,random text,1
random text,random text,random text,random text,0.5824367956820609,156,random text,214.11059093937135,2514040.058144192,103.13416152399736,11947272.576882824,5604.434102902239,1980113.9903276386,random text,random text,random text,random text,2002-03-23,random text,random text,1
random text,random text,random text,random text,0.2681012888008106,216,random text,320.4114721015684,7030103.813853565,117.82249764530243,5063336.69670908,2394.8875522862118,1744953.8942967677,random text,random text,random text,random text,2005-04-11,random text,random text,1
random text,random text,random text,random text,0.3018206084827599,87,random text,163.4402952814596,4169331.8412608597,267.0728750128242,2275201.228887586,3629.573884895235,955791.8936462365,random text,random text,random text,random text,2009-05-06,random text,random text,1
random text,random text,random text,random text,0.47920033294836006,208,random text,433.5227789287079,3728342.4602025053,253.825192251675,12553933.031685967,1897.302491101177,2574427.614987303,random text,random text,random text,random text,2005-11-29,random text,random text,1
random text,random text,random text,random text,0.38415483960871427,64,random text,74.52517743651265,7408026.132544036,451.039843463571,5928182.679976581,5379.545697438118,1937643.2481951583,random text,random text,random text,random text,2004-08-02,random text,random text,1
random text,random text,random text,random text,0.4297123166196928,49,random text,167.1098752393231,4380068.744044165,169.17998868824162,3184867.6442682296,1085.7136436462451,688751.6674297687,random text,random text,random text,random text,2008-03-03,random text,random text,1
random text,random text,random text,random text,0.8704876111365817,65,random text,188.13518728759462,3721068.6984935403,484.409266190938,11129782.29646042,5643.1181226892395,2240064.977614917,random text,random text,random text,random text,2010-07-20,random text,random text,1
random text,random text,random text,random text,0.6031858939787433,245,random text,404.4646838124967,6437611.531113273,468.21454860398,4380099.315433829,4256.168809024151,688546.3277765587,random text,random text,random text,random text,2000-11-26,random text,random text,1
random text,random text,random text,random text,0.4738612827393819,134,random text,349.1732682824776,5908739.197622423,105.90931849178679,10483997.676528694,5399.79879358042,2178482.9542219876,random text,random text,random text,random text,2009-06-13,random text,random text,1
random text,random text,random text,random text,0.513790499611111,90,random text,174.94950693443076,2844348.40703463,461.62632012627193,10761691.751969626,3056.7039126736495,693152.5783983432,random text,random text,random text,random text,2007-01-03,random text,random text,1
random text,random text,random text,random text,0.8726640680786966,130,random text,375.3294836980115,6593929.979735266,320.6591818890337,4318096.362541903,1469.9642949159015,1885682.183676108,random text,random text,random text,random text,2012-02-23,random text,random text,1
random text,random text,random text,random text,0.2449732705527401,146,random text,357.56463454264644,4520027.684840605,219.76709760391742,10752941.900978843,2450.7658254247167,2967870.424041367,random text,random text,random text,random text,2010-04-12,random text,random text,1
random text,random text,random text,random text,0.27786493612924457,108,random text,90.95312145813187,2614664.0210180124,498.4834345098215,8349532.655765172,2080.2297921137947,2813327.367873048,random text,random text,random text,random text,2006-02-20,random text,random text,1
random text,random text,random text,random text,0.4802465511759346,135,random text,362.6275495562495,5623837.012567342,519.4997789657759,10223125.413658423,2994.3723479072446,1566920.9824768614,random text,random text,random text,random text,2004-06-09,random text,random text,1
random text,random text,random text,random text,0.480323933100406,147,random text,140.9026613052417,7442242.824889325,215.91157245173162,2066536.388230972,1147.5675697089162,679776.604243048,random text,random text,random text,random text,2005-05-09,random text,random text,1
random text,random text,random text,random text,0.29199285352300625,264,random text,229.9652293649455,4315969.269393237,435.34503109059295,12014471.048508713,5266.27539017543,758640.8185710858,random text,random text,random text,random text,2003-09-23,random text,random text,1
random text,random text,random text,random text,0.7899683969344901,37,random text,230.0100204224079,7052978.971764496,229.61257500595136,7141818.415585903,2317.840896593075,2861331.628806041,random text,random text,random text,random text,2009-03-16,random text,random text,1
